Player,ID,Team,Opponent,Round,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Brownlow,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists,% Time Played,Year
Tyler Brockman,12858,WC,FR,7,7,5,5,12,0,0,0,3,1,4,1,3,0,1,0,2,10,0,0,1,0,0,76,2024
Campbell Chesser,13039,WC,FR,7,5,1,2,7,1,0,0,2,1,0,1,1,1,0,0,4,3,0,0,0,0,0,58,2024
Tom Cole,12446,WC,FR,7,10,6,5,15,0,0,0,2,3,1,1,3,0,1,0,5,11,0,1,3,0,0,85,2024
Jamie Cripps,11937,WC,FR,7,8,6,5,13,1,0,0,5,0,1,3,0,0,0,0,6,9,0,1,3,0,0,89,2024
Jack Darling,11905,WC,FR,7,6,4,6,12,2,1,3,2,1,2,1,0,2,0,0,8,4,3,1,0,0,1,95,2024
Liam Duggan,12334,WC,FR,7,17,7,5,22,0,0,0,2,3,1,0,2,2,1,0,6,15,0,0,0,1,0,82,2024
Reuben Ginbey,13038,WC,FR,7,7,2,11,18,0,0,0,4,1,3,5,3,1,0,0,11,9,1,0,0,1,1,77,2024
Brady Hough,12957,WC,FR,7,9,4,8,17,0,0,0,1,2,1,0,2,0,0,0,5,11,0,0,1,1,0,84,2024
Jayden Hunt,4729,WC,FR,7,5,3,6,11,0,0,0,4,2,2,1,2,1,1,0,5,6,1,0,1,0,0,91,2024
Tim Kelly,12595,WC,FR,7,18,5,6,24,0,1,0,7,3,5,5,3,1,1,0,7,16,0,0,1,0,1,79,2024
Noah Long,13037,WC,FR,7,5,2,3,8,1,0,0,0,0,1,0,0,0,0,0,2,6,0,1,0,0,0,73,2024
Ryan Maric,13070,WC,FR,7,9,6,4,13,1,0,0,2,0,4,0,1,1,1,0,4,10,1,1,0,0,2,72,2024
Jeremy McGovern,12273,WC,FR,7,17,9,3,20,0,1,0,0,6,0,0,0,1,0,0,3,12,0,0,7,0,0,89,2024
Jack Petruccelle,12623,WC,FR,7,5,3,5,10,0,1,0,3,0,2,1,4,0,2,0,3,9,0,1,1,0,0,87,2024
Harley Reid,13111,WC,FR,7,10,3,9,19,3,1,0,2,0,4,7,2,2,2,2,13,8,2,2,2,2,1,75,2024
Josh Rotham,12709,WC,FR,7,10,7,1,11,0,0,0,0,1,0,0,1,1,1,0,3,9,0,0,3,0,0,84,2024
Dom Sheed,12253,WC,FR,7,1,0,1,2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,17,2024
Jake Waterman,12601,WC,FR,7,10,8,1,11,5,2,0,2,0,1,0,2,1,1,1,4,8,0,5,1,0,0,93,2024
Bailey Williams,12836,WC,FR,7,6,4,7,13,0,1,18,2,1,3,4,2,0,2,0,15,0,4,1,3,0,0,79,2024
Jack Williams,12962,WC,FR,7,2,2,4,6,1,0,3,2,2,0,0,2,1,1,0,3,4,0,0,3,0,0,66,2024
Alex Witherden,12546,WC,FR,7,8,3,4,12,0,0,0,1,0,5,0,0,0,0,0,4,8,0,0,2,0,0,83,2024
Elliot Yeo,12087,WC,FR,7,16,0,10,26,1,1,0,3,0,7,6,2,1,0,3,11,15,0,0,1,0,1,73,2024
James Aish,12250,FR,WC,7,6,2,3,9,0,0,0,0,0,3,0,1,0,0,0,0,9,0,0,2,0,1,78,2024
Jye Amiss,12983,FR,WC,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2024
Bailey Banfield,12588,FR,WC,7,8,3,5,13,0,4,0,2,0,1,2,1,2,1,0,4,7,0,1,1,0,0,91,2024
Andrew Brayshaw,12589,FR,WC,7,10,4,17,27,0,0,0,5,3,1,3,6,0,1,0,10,14,0,0,1,0,0,90,2024
Jordan Clark,12688,FR,WC,7,20,8,4,24,0,0,0,1,6,2,0,0,0,0,0,4,18,0,0,5,4,0,86,2024
Sean Darcy,12547,FR,WC,7,10,4,3,13,0,0,30,4,0,3,4,3,3,1,0,8,4,2,0,0,0,2,76,2024
Josh Draper,13112,FR,WC,7,7,9,5,12,0,0,0,1,1,0,0,1,0,1,0,2,10,0,0,4,0,0,86,2024
Tom Emmett,13090,FR,WC,7,9,4,2,11,1,0,0,2,0,4,2,1,2,0,0,4,8,1,0,1,0,1,79,2024
Neil Erasmus,12966,FR,WC,7,3,3,6,9,0,0,0,3,0,3,0,3,0,2,0,0,9,0,0,0,0,1,76,2024
Nat Fyfe,11834,FR,WC,7,10,1,16,26,0,0,0,4,1,4,13,3,2,1,0,15,11,0,0,1,0,0,77,2024
Ethan Hughes,12395,FR,WC,7,9,6,5,14,0,0,0,2,2,0,0,1,0,1,0,1,13,0,0,2,0,0,84,2024
Luke Jackson,12779,FR,WC,7,4,1,8,12,2,1,17,0,0,2,0,1,0,0,0,5,7,1,1,1,0,0,87,2024
Matthew Johnson,13047,FR,WC,7,8,2,5,13,1,0,0,1,3,1,3,1,1,1,0,6,7,1,1,1,0,0,76,2024
Jaeger OMeara,12141,FR,WC,7,4,2,9,13,0,0,0,2,3,0,4,2,0,1,0,7,6,0,0,0,0,1,75,2024
Alex Pearce,12352,FR,WC,7,11,10,6,17,0,0,0,1,2,0,0,2,1,0,0,4,13,1,0,3,0,0,100,2024
Luke Ryan,12542,FR,WC,7,13,6,3,16,0,0,0,0,4,0,0,1,0,0,0,2,9,0,0,6,0,0,83,2024
Caleb Serong,12786,FR,WC,7,15,6,12,27,0,0,0,6,1,3,6,3,2,2,0,12,16,0,1,2,0,0,79,2024
Jeremy Sharp,12820,FR,WC,7,14,5,3,17,1,0,0,2,2,4,1,3,0,1,0,3,15,0,0,2,4,0,89,2024
Sam Sturt,12765,FR,WC,7,3,2,3,6,2,0,0,0,0,1,0,2,0,1,0,3,3,0,2,0,0,0,71,2024
Josh Treacy,12887,FR,WC,7,7,6,4,11,2,1,5,2,0,3,1,1,1,0,0,5,7,1,3,1,0,2,94,2024
Brandon Walker,12914,FR,WC,7,8,3,3,11,0,0,0,3,3,0,0,1,1,1,0,4,8,0,0,1,0,0,82,2024
Michael Walters,11763,FR,WC,7,3,0,4,7,1,0,0,4,0,0,0,1,2,0,0,5,2,0,0,0,0,0,82,2024
Hayden Young,12777,FR,WC,7,12,7,9,21,0,0,0,4,1,5,3,3,0,1,0,4,16,0,0,0,1,1,54,2024
Callum Ah Chee,12414,BL,GE,7,8,1,5,13,0,0,0,1,1,1,4,7,0,1,0,9,4,1,0,2,0,0,80,2024
Harris Andrews,12340,BL,GE,7,7,4,5,12,0,0,0,3,4,0,0,3,0,0,0,7,5,2,0,9,0,0,100,2024
Noah Answerth,12718,BL,GE,7,11,2,13,24,0,0,0,5,4,2,4,3,0,0,0,12,9,0,0,3,0,0,81,2024
Jarrod Berry,12519,BL,GE,7,17,5,12,29,1,2,0,4,1,5,1,4,3,0,0,9,16,0,1,1,0,0,75,2024
Charlie Cameron,12277,BL,GE,7,3,2,5,8,0,0,0,2,0,0,1,3,0,1,0,6,3,0,1,1,0,0,76,2024
Joe Daniher,12199,BL,GE,7,14,3,3,17,0,2,13,0,1,5,3,3,1,0,0,9,9,0,1,2,0,0,97,2024
Josh Dunkley,12408,BL,GE,7,9,2,17,26,0,0,2,6,2,5,6,5,0,1,0,14,12,0,0,4,0,0,83,2024
Jaspa Fletcher,13072,BL,GE,7,11,5,6,17,0,1,0,3,2,1,1,3,1,2,0,7,11,0,1,2,1,0,75,2024
Darcy Gardiner,12267,BL,GE,7,8,4,2,10,0,1,0,3,0,2,0,0,0,0,0,1,9,0,1,1,0,1,77,2024
Eric Hipwood,12454,BL,GE,7,9,3,4,13,0,1,0,2,0,1,2,5,1,0,0,5,6,0,1,2,0,0,83,2024
Ryan Lester,11894,BL,GE,7,8,2,4,12,0,0,0,2,1,3,2,2,1,0,0,6,6,1,1,2,0,0,92,2024
Kai Lohmann,12968,BL,GE,7,7,3,2,9,0,0,0,4,0,2,0,2,2,1,0,7,4,1,0,5,0,0,80,2024
Jarryd Lyons,12067,BL,GE,7,5,1,6,11,0,0,0,3,0,2,1,1,1,1,0,6,5,0,0,0,0,0,43,2024
Lincoln McCarthy,12090,BL,GE,7,13,1,4,17,1,1,0,7,1,6,1,1,1,0,0,7,9,0,1,3,0,0,86,2024
Hugh McCluggage,12518,BL,GE,7,16,4,10,26,0,0,0,3,4,2,6,3,1,2,0,11,16,0,0,1,0,0,87,2024
Oscar McInerney,12617,BL,GE,7,3,2,5,8,0,0,18,3,2,1,2,0,2,0,0,6,4,1,0,1,0,0,30,2024
Lachie Neale,12055,BL,GE,7,11,0,17,28,0,0,0,3,1,2,7,5,2,2,0,14,14,0,0,1,0,1,85,2024
Jack Payne,12819,BL,GE,7,10,2,4,14,0,0,2,2,4,0,1,8,1,0,0,4,10,0,0,2,0,0,90,2024
Cam Rayner,12592,BL,GE,7,7,1,7,14,0,0,0,4,1,3,1,1,0,1,0,4,9,0,0,1,0,0,78,2024
Brandon Starcevich,12668,BL,GE,7,8,1,1,9,0,0,0,2,6,0,1,2,1,1,0,4,3,0,0,2,0,0,85,2024
James Tunstill,13005,BL,GE,7,3,0,8,11,0,0,0,3,0,1,2,0,0,0,0,7,6,0,0,1,0,0,65,2024
Darcy Wilmot,13026,BL,GE,7,16,1,10,26,0,0,0,2,6,3,3,3,0,0,0,9,14,0,0,3,0,0,75,2024
Dayne Zorko,12076,BL,GE,7,20,8,6,26,2,0,0,6,7,4,2,5,1,2,1,8,16,0,0,2,2,0,76,2024
Tom Atkins,12690,GE,BL,7,9,1,8,17,0,0,0,4,1,3,0,1,1,0,0,11,4,0,0,1,0,0,69,2024
Mark Blicavs,12153,GE,BL,7,5,1,5,10,0,0,18,3,1,2,3,3,1,2,0,5,5,0,0,1,0,0,86,2024
Jack Bowes,12499,GE,BL,7,14,2,7,21,1,1,0,5,6,3,2,5,0,1,0,10,11,0,0,6,0,0,74,2024
Tanner Bruhn,12871,GE,BL,7,12,1,9,21,0,0,0,9,3,5,7,4,2,0,0,10,10,0,0,0,0,0,58,2024
Jeremy Cameron,12017,GE,BL,7,8,3,9,17,0,0,0,3,2,3,2,6,2,1,0,7,10,0,0,1,0,0,94,2024
Jhye Clark,13062,GE,BL,7,4,1,1,5,0,0,0,2,0,0,0,2,0,0,0,1,3,0,0,0,0,0,35,2024
Brad Close,12806,GE,BL,7,7,1,7,14,1,1,0,3,1,0,4,2,0,1,0,8,8,0,1,4,0,1,80,2024
Toby Conway,13094,GE,BL,7,5,1,4,9,0,0,41,4,3,2,4,4,0,2,0,7,2,0,0,1,0,0,71,2024
Patrick Dangerfield,11700,GE,BL,7,11,1,9,20,0,0,0,6,0,3,3,8,1,3,0,11,6,1,0,0,0,1,82,2024
Sam De Koning,12891,GE,BL,7,6,1,6,12,0,0,0,2,3,0,2,2,0,1,0,6,6,0,0,9,0,0,94,2024
Oliver Dempsey,12974,GE,BL,7,8,0,5,13,0,2,0,5,0,1,1,5,1,1,0,9,5,0,0,1,0,1,79,2024
Mitch Duncan,11798,GE,BL,7,15,4,9,24,0,0,0,3,4,1,4,5,0,1,0,6,13,0,0,4,0,0,88,2024
Zach Guthrie,12551,GE,BL,7,19,4,2,21,0,0,0,2,8,5,0,3,2,0,3,6,11,0,0,6,0,0,81,2024
Tom Hawkins,11548,GE,BL,7,3,2,5,8,0,0,6,4,0,1,0,3,0,0,0,8,0,2,1,1,0,2,88,2024
Jack Henry,12607,GE,BL,7,5,4,2,7,0,0,0,1,2,0,0,3,0,1,0,1,5,0,0,9,0,0,100,2024
Oliver Henry,12851,GE,BL,7,5,1,3,8,2,0,0,1,0,2,0,5,0,0,0,4,4,0,1,2,0,0,100,2024
Max Holmes,12881,GE,BL,7,17,5,7,24,0,0,0,3,4,6,2,2,2,1,2,7,16,0,0,0,0,1,80,2024
Jake Kolodjashnij,12370,GE,BL,7,6,2,1,7,0,0,0,3,2,0,0,2,0,1,0,1,3,0,0,5,0,0,86,2024
Gryan Miers,12689,GE,BL,7,15,4,5,20,1,2,0,5,0,5,5,4,1,0,0,7,12,0,1,2,0,0,83,2024
Mark OConnor,12531,GE,BL,7,8,5,8,16,1,1,0,6,0,3,3,4,1,2,0,5,10,0,1,1,0,0,75,2024
Brandan Parfitt,12506,GE,BL,7,9,1,8,17,1,0,0,6,0,5,7,4,0,0,0,9,7,0,0,1,0,0,68,2024
Tyson Stengle,12552,GE,BL,7,11,2,6,17,2,0,0,3,0,6,2,2,1,1,0,11,8,1,1,4,1,0,85,2024
Tom Stewart,12505,GE,BL,7,10,3,0,10,0,0,0,2,7,1,0,0,0,0,0,1,5,0,0,6,0,0,46,2024
Taylor Adams,12066,SY,GC,7,10,5,8,18,0,0,0,6,2,6,3,5,1,1,0,11,10,0,0,0,0,1,67,2024
Joel Amartey,12844,SY,GC,7,5,2,1,6,4,0,0,3,0,0,0,3,1,1,0,3,2,0,2,1,0,0,68,2024
Nick Blakey,12699,SY,GC,7,14,8,7,21,0,0,0,1,7,3,0,5,0,2,0,4,16,0,0,8,1,2,82,2024
Braeden Campbell,12863,SY,GC,7,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,9,2024
Harry Cunningham,12015,SY,GC,7,10,4,6,16,0,0,0,3,2,1,0,2,0,0,0,4,12,0,0,1,0,0,86,2024
Oliver Florent,12497,SY,GC,7,14,4,11,25,0,1,0,2,7,3,3,3,0,1,0,8,15,0,0,2,1,1,84,2024
Robbie Fox,12510,SY,GC,7,6,6,7,13,0,0,0,4,0,1,0,3,0,1,0,2,12,0,0,1,0,0,93,2024
Brodie Grundy,12217,SY,GC,7,5,4,19,24,1,1,29,11,0,3,6,5,3,2,0,15,9,3,2,2,0,0,79,2024
Errol Gulden,12862,SY,GC,7,20,4,10,30,0,0,0,2,4,9,4,7,3,1,0,11,20,0,0,1,1,4,97,2024
Will Hayward,12509,SY,GC,7,7,4,1,8,2,0,0,1,1,1,0,3,1,2,0,1,7,0,1,0,0,1,80,2024
Isaac Heeney,12326,SY,GC,7,18,6,10,28,1,0,0,5,2,5,2,7,1,2,3,8,19,0,2,1,0,0,78,2024
James Jordon,12860,SY,GC,7,4,3,11,15,1,0,0,6,0,2,4,0,0,0,0,7,10,0,0,1,0,0,81,2024
Jake Lloyd,12268,SY,GC,7,9,5,6,15,0,0,0,2,3,2,0,0,0,0,0,1,14,0,0,0,0,0,82,2024
Tom McCartin,12627,SY,GC,7,5,3,4,9,0,0,0,0,3,0,1,2,0,2,0,4,4,1,0,8,0,0,87,2024
Logan McDonald,12861,SY,GC,7,4,4,1,5,2,1,0,0,0,0,0,0,0,0,0,1,4,1,3,1,0,0,85,2024
Justin McInerney,12711,SY,GC,7,11,7,15,26,0,1,0,4,2,4,0,3,2,0,0,8,20,0,0,3,0,1,86,2024
Hayden McLean,12745,SY,GC,7,8,5,3,11,0,1,9,4,2,2,1,1,1,0,0,2,8,0,1,0,0,0,76,2024
Lewis Melican,12526,SY,GC,7,7,4,4,11,0,0,0,3,2,1,1,1,1,0,0,3,7,0,0,7,0,0,79,2024
Tom Papley,12412,SY,GC,7,6,5,7,13,3,1,0,0,0,1,0,2,1,1,2,7,8,1,3,1,0,1,87,2024
Matt Roberts,12994,SY,GC,7,15,5,8,23,0,0,0,4,2,3,1,1,0,1,0,4,15,1,0,3,0,0,81,2024
James Rowbottom,12714,SY,GC,7,9,3,10,19,0,0,0,8,0,4,5,1,0,0,0,8,10,0,0,1,0,1,77,2024
Chad Warner,12797,SY,GC,7,11,7,11,22,1,1,0,2,0,5,2,1,0,0,1,5,17,0,1,0,4,0,77,2024
Sam Wicks,12818,SY,GC,7,7,5,1,8,2,1,0,1,0,1,0,3,0,1,0,1,6,0,1,0,0,0,81,2024
Ben Ainsworth,12498,GC,SY,7,6,2,9,15,0,0,0,1,1,2,0,2,1,0,0,3,12,0,0,0,0,1,81,2024
Noah Anderson,12767,GC,SY,7,8,4,11,19,1,0,0,2,0,2,1,3,0,0,0,6,14,0,0,1,0,0,86,2024
Mac Andrew,13019,GC,SY,7,12,7,7,19,0,1,0,1,3,1,0,3,2,0,0,8,10,1,0,6,1,0,87,2024
Charlie Ballard,12625,GC,SY,7,6,4,5,11,0,0,0,2,4,0,1,0,0,0,0,4,6,1,0,1,0,0,90,2024
Tom Berry,12780,GC,SY,7,14,7,8,22,0,1,0,2,1,6,0,5,2,1,0,6,17,0,1,1,0,0,77,2024
Sam Clohesy,13119,GC,SY,7,8,6,8,16,1,0,0,3,1,2,1,2,0,1,0,5,11,0,0,1,1,0,87,2024
Sam Collins,12444,GC,SY,7,9,6,3,12,0,0,0,0,2,2,0,2,0,1,0,6,7,1,0,7,0,0,100,2024
Brayden Fiorini,12481,GC,SY,7,16,7,11,27,1,1,0,2,6,3,2,2,0,1,0,6,21,0,0,2,1,0,91,2024
Sam Flanders,12824,GC,SY,7,29,8,5,34,0,0,0,2,7,2,2,7,0,1,0,5,24,0,0,2,0,1,87,2024
Will Graham,13120,GC,SY,7,4,1,7,11,0,0,0,5,0,2,1,0,1,0,0,5,6,0,0,1,0,0,75,2024
Nick Holman,12307,GC,SY,7,5,2,3,8,0,2,0,3,0,3,0,1,0,0,0,5,3,1,1,3,0,0,81,2024
Bailey Humphrey,13049,GC,SY,7,4,1,3,7,1,1,0,3,0,2,0,1,1,0,0,2,6,0,1,1,0,1,78,2024
Ben King,12728,GC,SY,7,5,3,2,7,2,0,0,1,0,1,0,1,1,0,0,5,3,1,1,1,0,0,86,2024
Jack Lukosius,12704,GC,SY,7,13,10,4,17,0,0,0,1,3,5,1,3,2,1,0,6,11,2,0,5,0,0,82,2024
Touk Miller,12331,GC,SY,7,12,3,11,23,1,0,0,7,4,5,4,7,2,1,0,8,15,0,0,1,0,0,79,2024
Wil Powell,12652,GC,SY,7,11,4,6,17,0,1,0,1,6,2,1,3,1,0,0,5,10,0,0,1,0,1,75,2024
Ethan Read,13121,GC,SY,7,1,2,3,4,0,0,6,1,1,0,0,2,0,2,0,2,2,1,0,1,0,0,55,2024
Jake Rogers,13126,GC,SY,7,4,1,3,7,0,0,0,1,0,3,0,2,0,1,0,2,5,0,0,0,0,1,76,2024
Matt Rowell,12768,GC,SY,7,8,0,12,20,0,0,0,12,1,4,9,3,2,1,0,15,7,0,0,2,0,1,78,2024
David Swallow,11919,GC,SY,7,0,1,4,4,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,25,2024
Bodhi Uwland,13041,GC,SY,7,1,0,5,6,0,0,0,1,0,0,0,1,0,0,0,2,4,0,0,1,0,0,74,2024
Jed Walter,13114,GC,SY,7,5,3,3,8,1,1,0,4,0,0,0,2,1,1,0,5,4,0,1,3,0,0,67,2024
Jarrod Witts,12177,GC,SY,7,11,3,8,19,0,0,31,7,0,2,7,6,3,2,0,11,6,1,0,2,0,0,82,2024
Karl Amon,12357,HW,NM,7,11,8,3,14,2,0,0,3,4,2,0,3,0,1,0,2,11,0,0,2,0,0,75,2024
Mabior Chol,12485,HW,NM,7,9,6,2,11,2,2,4,5,0,4,0,3,2,0,0,5,6,2,1,1,0,0,85,2024
Massimo DAmbrosio,12998,HW,NM,7,6,3,3,9,0,0,0,0,2,3,0,0,0,0,0,1,8,0,0,0,0,0,49,2024
Sam Frost,12119,HW,NM,7,8,4,6,14,0,0,0,4,3,1,0,4,0,1,0,6,8,1,0,11,0,0,100,2024
Jack Ginnivan,12927,HW,NM,7,12,5,4,16,2,1,0,4,0,2,0,6,1,1,0,6,12,0,3,1,0,2,76,2024
Jack Gunston,11845,HW,NM,7,12,8,4,16,1,3,0,4,0,2,0,2,3,1,0,5,11,0,4,1,0,2,86,2024
Blake Hardwick,12469,HW,NM,7,4,2,2,6,0,0,0,3,1,0,0,4,0,1,0,2,4,0,1,1,0,1,81,2024
Henry Hustwaite,13091,HW,NM,7,1,0,3,4,0,0,0,1,0,0,2,0,1,0,0,4,1,0,0,0,0,0,31,2024
Jarman Impey,12237,HW,NM,7,18,10,4,22,0,0,0,3,8,7,0,5,3,1,1,5,17,1,0,4,0,0,82,2024
Connor Macdonald,12954,HW,NM,7,12,10,12,24,1,1,0,0,1,5,1,3,0,1,0,4,20,0,2,0,1,3,78,2024
Cam Mackenzie,13031,HW,NM,7,9,5,8,17,0,2,0,3,1,5,2,1,0,0,0,4,13,0,3,0,0,1,69,2024
Finn Maginness,12843,HW,NM,7,9,5,5,14,1,0,0,0,1,3,1,2,0,1,0,5,9,1,1,2,0,0,85,2024
Lloyd Meek,12856,HW,NM,7,5,1,5,10,2,0,24,3,1,2,2,2,3,2,0,4,6,0,0,3,0,2,83,2024
Seamus Mitchell,13051,HW,NM,7,6,1,4,10,0,0,0,4,4,0,0,1,1,0,0,3,8,0,0,1,1,0,73,2024
Dylan Moore,12710,HW,NM,7,11,5,9,20,4,0,0,1,1,4,3,1,2,0,0,7,14,0,3,1,0,1,88,2024
Harry Morrison,12579,HW,NM,7,17,7,9,26,1,0,0,2,2,2,3,4,0,0,0,9,14,0,0,0,0,1,82,2024
Conor Nash,12670,HW,NM,7,14,5,18,32,0,0,0,8,4,6,10,3,2,1,2,15,17,0,0,0,1,0,78,2024
Jai Newcombe,12915,HW,NM,7,13,2,19,32,0,0,0,6,1,5,9,2,2,2,3,14,19,1,0,0,0,2,85,2024
Jack Scrimshaw,12565,HW,NM,7,14,7,6,20,0,0,0,4,2,1,0,0,1,0,0,7,10,1,0,1,0,0,82,2024
Jai Serong,13022,HW,NM,7,7,4,4,11,0,0,0,0,1,1,0,4,1,1,0,4,8,0,0,3,0,0,69,2024
James Sicily,12332,HW,NM,7,11,4,8,19,0,0,0,1,5,3,2,3,1,0,0,6,11,0,0,2,0,0,97,2024
Josh Weddle,13057,HW,NM,7,11,5,1,12,1,1,1,3,0,1,1,2,1,2,0,5,8,1,1,2,1,0,91,2024
James Worpel,12619,HW,NM,7,7,1,6,13,0,0,0,4,0,4,2,2,1,1,0,3,11,0,0,1,0,1,74,2024
Charlie Comben,12938,NM,HW,7,6,4,2,8,0,0,1,1,2,0,1,2,2,2,0,6,2,2,0,1,0,0,90,2024
Aidan Corr,12181,NM,HW,7,11,4,3,14,0,0,0,5,5,2,1,2,2,1,0,4,11,0,0,6,0,0,96,2024
Paul Curtis,12975,NM,HW,7,13,6,2,15,3,2,0,2,0,2,0,5,3,2,0,8,6,1,4,0,0,1,86,2024
Luke Davies-Uniacke,12590,NM,HW,7,11,2,12,23,0,0,0,4,1,5,6,3,2,1,0,11,13,0,0,0,1,0,83,2024
Blake Drury,13060,NM,HW,7,7,3,2,9,1,0,0,1,0,3,0,0,0,0,0,0,9,0,1,1,0,0,76,2024
Zane Duursma,13106,NM,HW,7,3,1,4,7,0,0,0,1,0,2,0,2,1,1,0,2,6,0,0,0,0,0,72,2024
Zac Fisher,12520,NM,HW,7,8,5,6,14,0,0,0,2,4,0,1,0,1,0,0,4,10,0,0,1,1,0,70,2024
Eddie Ford,12922,NM,HW,7,2,0,3,5,1,0,0,0,1,0,1,1,0,1,0,4,2,0,0,1,0,0,48,2024
Nick Larkey,12563,NM,HW,7,9,6,2,11,3,1,3,1,0,5,0,3,2,1,0,6,6,2,2,1,0,0,96,2024
Charlie Lazzaro,12865,NM,HW,7,3,2,8,11,0,0,0,1,1,1,1,0,0,0,0,6,5,0,0,0,0,1,35,2024
Luke McDonald,12246,NM,HW,7,5,3,5,10,0,0,0,0,2,1,0,1,0,1,0,2,8,0,0,1,0,0,72,2024
Colby McKercher,13107,NM,HW,7,7,5,10,17,0,0,0,2,1,2,1,6,0,0,0,5,12,0,0,0,6,0,82,2024
Bigoa Nyuon,12989,NM,HW,7,7,4,4,11,0,0,0,3,3,0,0,3,0,2,0,2,6,0,0,6,0,0,95,2024
Will Phillips,12877,NM,HW,7,3,1,11,14,0,0,0,4,0,2,3,1,0,0,0,4,10,0,0,1,0,0,64,2024
Tom Powell,12866,NM,HW,7,10,5,10,20,0,1,0,4,2,4,5,2,0,0,0,7,13,0,0,0,0,0,80,2024
Bailey Scott,12701,NM,HW,7,13,6,8,21,0,0,0,3,8,2,2,4,0,1,0,4,15,0,0,0,1,0,91,2024
Tyler Sellers,13124,NM,HW,7,0,0,2,2,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,1,0,0,53,2024
Harry Sheezel,13034,NM,HW,7,16,7,10,26,0,0,0,4,5,2,1,1,1,0,0,5,17,0,0,0,2,1,88,2024
Jy Simpkin,12502,NM,HW,7,8,1,9,17,1,0,0,5,1,4,3,6,0,3,0,9,8,0,0,2,1,0,88,2024
Dylan Stephens,12796,NM,HW,7,12,4,6,18,0,0,0,1,2,4,4,3,0,1,0,6,11,0,0,1,0,0,87,2024
Darcy Tucker,12426,NM,HW,7,11,6,6,17,1,0,0,1,5,2,0,0,0,0,0,1,14,0,1,2,0,2,81,2024
Tristan Xerri,12788,NM,HW,7,10,2,8,18,0,0,44,10,0,6,10,5,2,4,0,12,4,0,0,6,0,1,85,2024
Cameron Zurhaar,12557,NM,HW,7,5,3,6,11,0,2,0,2,0,3,0,4,1,2,0,5,6,0,3,1,0,0,82,2024
Jack Billings,12249,ME,RI,8,11,7,7,18,0,0,0,2,2,5,0,3,0,0,0,1,18,0,0,0,0,0,73,2024
Kade Chandler,12756,ME,RI,8,4,2,5,9,0,0,0,4,0,0,1,2,0,0,0,4,5,0,0,1,0,0,79,2024
Bayley Fritsch,12598,ME,RI,8,10,5,1,11,2,1,0,0,2,3,0,1,2,0,0,4,7,2,1,1,0,0,85,2024
Max Gawn,11966,ME,RI,8,15,10,8,23,1,0,26,3,0,3,5,3,2,1,3,16,8,4,1,2,0,0,87,2024
Blake Howes,13098,ME,RI,8,12,8,5,17,0,0,0,2,2,1,1,1,2,0,0,6,10,0,0,3,0,0,80,2024
Ed Langdon,12393,ME,RI,8,17,8,7,24,0,1,0,3,4,5,1,2,1,0,0,3,20,0,1,0,0,1,95,2024
Bailey Laurie,13032,ME,RI,8,5,2,0,5,2,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,19,2024
Jake Lever,12351,ME,RI,8,16,10,10,26,0,0,0,0,4,1,2,5,1,1,0,11,14,2,0,4,0,0,95,2024
Steven May,11940,ME,RI,8,21,12,2,23,0,0,0,0,7,0,1,3,2,1,0,2,16,0,0,4,0,0,93,2024
Tom McDonald,12009,ME,RI,8,11,8,3,14,0,0,0,2,4,1,1,4,1,1,0,4,11,0,0,3,0,0,96,2024
Judd McVee,13033,ME,RI,8,11,4,3,14,0,0,0,2,3,1,1,2,0,0,1,3,7,0,0,1,0,0,82,2024
Alex Neal-Bullen,12367,ME,RI,8,8,7,10,18,0,0,0,5,1,1,1,2,0,1,0,6,13,0,1,2,0,0,81,2024
Clayton Oliver,12410,ME,RI,8,9,2,13,22,0,0,0,3,0,3,4,6,0,2,0,13,9,0,0,0,0,1,76,2024
Christian Petracca,12430,ME,RI,8,8,1,15,23,1,1,0,2,1,3,6,1,2,0,2,12,11,0,1,1,0,2,76,2024
Harry Petty,12653,ME,RI,8,4,3,2,6,0,0,0,1,1,0,0,7,0,3,0,2,4,0,2,0,0,0,80,2024
Kysaiah Pickett,12771,ME,RI,8,13,4,7,20,2,1,0,2,0,4,2,6,1,1,0,10,11,0,1,0,0,2,82,2024
Trent Rivers,12778,ME,RI,8,18,12,6,24,0,0,0,1,5,3,1,3,1,0,0,3,21,1,0,2,0,1,83,2024
Tom Sparrow,12693,ME,RI,8,6,3,10,16,0,0,0,3,1,1,2,1,2,0,0,7,11,0,0,3,0,0,75,2024
Daniel Turner,12996,ME,RI,8,10,8,3,13,3,1,0,1,0,6,0,1,1,0,0,6,7,1,4,2,0,1,70,2024
