player,player_id,team,opponent,round,kicks,marks,handballs,disp,goals,behinds,hit_outs,tackles,rebounds,inside_50,clearances,clangers,frees_for,frees_against,brownlow,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assists,pct_time_played,year,game_id,game_type,day,home_team,away_team,venue,home_goals,home_behinds,home_total,away_goals,away_behinds,away_total,date,home_team_code,away_team_code,margin,past_votes,disposals,disposals_per_time,goals_x_clearances,contested_possessions_x_tackles,clangers_x_frees_against,marks_inside_50_x_contested_marks,goal_assists_x_inside_50,clearance_efficiency,tackles_clangers_ratio,score_involvement,margin_x_past_votes,rebounds_x_one_percenters,vote_probability,adjusted_round
JOBE SHANAHAN,13247,WC,PA,4,8,6,5,13,0,1,0,0,2,1,0,6,1,2,0,10,4,4,1,2,0,0,89,2026,16865,HA,Sunday,PORT ADELAIDE,WEST COAST,Adelaide Oval,13,12,90,13,14,92,2026-03-29,PA,WC,0.021739130434782608,0,13,0.14606741573033707,0,0,12,4,0,0.0,0.0,0,0.0,4,0.045475908,3
JAKE WATERMAN,12601,WC,PA,4,10,4,3,13,4,4,0,0,0,2,0,2,3,1,0,6,7,1,3,1,0,0,85,2026,16865,HA,Sunday,PORT ADELAIDE,WEST COAST,Adelaide Oval,13,12,90,13,14,92,2026-03-29,PA,WC,0.021739130434782608,0,13,0.15294117647058825,0,0,2,3,0,0.0,0.0,4,0.0,0,0.80571395,3
ELLIOT YEO,12087,WC,PA,4,6,0,1,7,1,0,0,4,0,5,1,0,0,0,0,3,4,0,0,1,0,1,35,2026,16865,HA,Sunday,PORT ADELAIDE,WEST COAST,Adelaide Oval,13,12,90,13,14,92,2026-03-29,PA,WC,0.021739130434782608,8,7,0.2,1,12,0,0,5,0.3333333333333333,4.0,2,0.17391304347826086,0,0.02661919,3
TYLAR YOUNG,13043,WC,PA,4,11,7,1,12,0,0,0,2,4,0,0,2,0,1,0,5,7,1,0,3,0,0,85,2026,16865,HA,Sunday,PORT ADELAIDE,WEST COAST,Adelaide Oval,13,12,90,13,14,92,2026-03-29,PA,WC,0.021739130434782608,0,12,0.1411764705882353,0,10,2,0,0,0.0,1.0,0,0.0,12,0.048075516,3
KADE CHANDLER,12756,ME,CA,4,9,3,7,16,2,0,0,9,1,1,2,2,1,1,0,7,11,0,0,2,0,0,83,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,16,0.1927710843373494,4,63,2,0,0,0.2857142857142857,4.5,2,0.0,2,0.088151656,3
PADDY CROSS,13300,ME,CA,4,2,1,4,6,1,0,0,0,0,0,0,1,1,0,0,2,3,0,0,1,0,1,61,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,6,0.09836065573770492,0,0,0,0,0,0.0,0.0,2,0.0,0,0.022962073,3
JAI CULLEY,13015,ME,CA,4,8,3,10,18,0,0,0,3,0,3,3,1,1,0,0,8,9,0,0,0,0,0,81,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,18,0.2222222222222222,0,24,0,0,0,0.375,3.0,0,0.0,0,0.053700246,3
BAYLEY FRITSCH,12598,ME,CA,4,7,4,2,9,4,1,0,3,0,1,0,0,0,0,0,2,7,0,3,1,0,0,86,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,9,0.10465116279069768,0,6,0,0,0,0.0,3.0,4,0.0,0,0.63554823,3
MAX GAWN,11966,ME,CA,4,11,4,12,23,0,0,58,3,2,5,6,3,2,0,0,13,10,2,0,0,0,0,85,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,23,23,0.27058823529411763,0,39,0,0,0,0.46153846153846156,1.0,0,5.29,0,0.82492745,3
BLAKE HOWES,13098,ME,CA,4,5,3,8,13,0,0,0,5,0,3,0,2,0,1,0,2,10,0,0,1,0,0,80,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,13,0.1625,0,10,2,0,0,0.0,2.5,0,0.0,0,0.025409508,3
CHANGKUOTH JIATH,12752,ME,CA,4,8,3,3,11,0,0,0,1,2,1,0,3,1,0,0,2,9,0,0,1,0,0,28,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,11,0.39285714285714285,0,2,0,0,0,0.0,0.3333333333333333,0,0.0,2,0.036963183,3
ED LANGDON,12393,ME,CA,4,7,5,6,13,2,0,0,4,2,0,1,1,2,0,0,4,9,0,2,0,0,0,90,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,13,0.14444444444444443,2,16,0,0,0,0.25,4.0,2,0.0,0,0.040030837,3
HARVEY LANGFORD,13184,ME,CA,4,10,5,6,16,2,0,0,1,0,3,1,4,1,1,0,7,10,1,1,1,0,1,73,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,16,0.2191780821917808,2,7,4,1,3,0.14285714285714285,0.25,3,0.0,0,0.07906342,3
JAKE LEVER,12351,ME,CA,4,17,10,4,21,0,0,0,2,5,2,0,1,1,0,0,7,13,1,0,4,0,0,100,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,21,0.21,0,14,0,0,0,0.0,2.0,0,0.0,20,0.2385193,3
XAVIER LINDSAY,13185,ME,CA,4,12,5,6,18,0,0,0,1,6,1,2,1,0,0,0,4,10,0,0,1,0,1,70,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,18,0.2571428571428571,0,4,0,0,1,0.5,1.0,1,0.0,6,0.064444914,3
TOM MCDONALD,12009,ME,CA,4,11,5,7,18,0,0,0,1,5,1,0,1,1,1,0,5,12,0,0,9,0,0,99,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,18,0.18181818181818182,0,5,1,0,0,0.0,1.0,0,0.0,45,0.1146124,3
BRODY MIHOCEK,12639,ME,CA,4,7,4,4,11,1,3,3,1,0,1,1,5,0,1,0,3,8,0,2,1,0,0,84,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,11,0.13095238095238096,1,3,5,0,0,0.3333333333333333,0.2,1,0.0,0,0.03470526,3
HARRY PETTY,12653,ME,CA,4,3,3,5,8,0,0,1,1,0,0,0,4,0,1,0,6,3,1,0,9,0,0,90,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,8,0.08888888888888889,0,6,4,0,0,0.0,0.25,0,0.0,0,0.034877274,3
KYSAIAH PICKETT,12771,ME,CA,4,24,7,9,33,1,2,0,4,5,10,6,7,2,1,0,11,18,0,1,2,5,3,83,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,10,33,0.39759036144578314,6,44,7,0,30,0.5454545454545454,0.5714285714285714,4,2.3000000000000003,10,0.93638325,3
LATRELLE PICKETT,13286,ME,CA,4,4,4,5,9,0,0,0,3,1,4,0,3,0,1,0,2,7,0,0,0,0,1,72,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,9,0.125,0,6,3,0,4,0.0,1.0,1,0.0,0,0.023112502,3
CHRISTIAN SALEM,12272,ME,CA,4,13,3,7,20,0,0,0,2,3,1,1,4,1,1,0,9,6,0,0,0,0,0,83,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,3,20,0.24096385542168675,0,18,4,0,0,0.1111111111111111,0.5,0,0.6900000000000001,0,0.12475883,3
HARRY SHARP,12864,ME,CA,4,7,2,6,13,1,0,0,7,0,7,1,5,1,2,0,4,9,0,0,1,1,0,76,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,13,0.17105263157894737,1,28,10,0,0,0.25,1.4,1,0.0,0,0.05118437,3
TOM SPARROW,12693,ME,CA,4,15,2,14,29,1,1,0,7,2,3,9,3,0,0,0,13,14,0,2,0,0,0,71,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,29,0.4084507042253521,9,91,0,0,0,0.6923076923076923,2.3333333333333335,1,0.0,0,0.8111746,3
JACK STEELE,12368,ME,CA,4,10,5,13,23,0,0,0,16,2,3,4,4,0,0,0,10,13,0,0,0,0,0,74,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,2,23,0.3108108108108108,0,160,0,0,0,0.4,4.0,0,0.46,0,0.26096955,3
KOLTYN THOLSTRUP,13123,ME,CA,4,6,6,9,15,0,0,0,1,2,3,2,1,1,0,0,7,9,1,0,3,1,2,78,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,15,0.19230769230769232,0,7,0,0,6,0.2857142857142857,1.0,2,0.0,6,0.030599754,3
JACOB VAN ROOYEN,13048,ME,CA,4,5,3,0,5,0,1,6,2,0,3,0,1,0,0,0,0,5,0,0,0,0,0,81,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,5,0.06172839506172839,0,0,0,0,0,0.0,2.0,0,0.0,0,0.023407543,3
CALEB WINDSOR,13099,ME,CA,4,13,5,11,24,0,0,0,5,2,8,1,4,0,0,0,5,18,0,0,1,0,1,72,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,0.23,0,24,0.3333333333333333,0,25,0,0,8,0.2,1.25,1,0.0,2,0.29953313,3
BEN AINSWORTH,12498,CA,ME,4,11,7,6,17,1,1,0,3,1,1,1,1,0,0,0,4,13,1,0,0,0,0,77,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,17,0.22077922077922077,1,12,0,0,0,0.25,3.0,1,-0.0,0,0.030007886,3
TALOR BYRNE,13297,CA,ME,4,4,2,4,8,1,0,0,2,2,1,0,1,0,1,0,4,4,1,1,2,0,1,62,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,8,0.12903225806451613,0,8,1,1,1,0.0,2.0,2,-0.0,4,0.022254003,3
MATT CARROLL,13212,CA,ME,4,9,3,6,15,1,0,0,1,4,4,0,2,0,0,0,4,9,0,1,3,1,0,78,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,15,0.19230769230769232,0,4,0,0,0,0.0,0.5,1,-0.0,12,0.026657782,3
CAMPBELL CHESSER,13039,CA,ME,4,6,4,8,14,0,0,0,5,1,3,1,4,0,0,0,3,11,0,0,5,0,0,81,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,14,0.1728395061728395,0,15,0,0,0,0.3333333333333333,1.25,0,-0.0,5,0.02276729,3
LACHLAN COWAN,13028,CA,ME,4,11,6,5,16,0,0,0,0,4,2,2,2,0,1,0,6,9,0,0,2,0,0,89,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,16,0.1797752808988764,0,0,2,0,0,0.3333333333333333,0.0,0,-0.0,8,0.031349506,3
PATRICK CRIPPS,12261,CA,ME,4,7,2,14,21,1,0,0,8,1,3,9,6,2,2,0,15,8,0,0,1,0,0,84,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,19,21,0.25,9,120,12,0,0,0.6,1.3333333333333333,1,-4.37,1,0.31728235,3
HARRY DEAN,13273,CA,ME,4,8,6,2,10,0,0,0,2,4,1,1,2,0,0,0,2,8,0,0,4,0,0,81,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,10,0.12345679012345678,0,4,0,0,0,0.5,1.0,0,-0.0,16,0.024857616,3
FRANCIS EVANS,12873,CA,ME,4,6,2,5,11,0,1,0,3,4,2,1,2,0,2,0,0,11,0,1,2,0,2,68,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,11,0.16176470588235295,0,0,4,0,4,1.0,1.5,2,-0.0,8,0.024173325,3
OLIVER FLORENT,12497,CA,ME,4,15,2,2,17,0,0,0,5,6,2,4,1,1,0,0,6,8,1,0,1,0,0,87,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,17,0.19540229885057472,0,30,0,0,0,0.6666666666666666,5.0,0,-0.0,6,0.034448132,3
WILL HAYWARD,12509,CA,ME,4,9,5,6,15,0,1,0,2,0,5,0,3,0,0,0,3,12,1,1,0,1,0,78,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,3,15,0.19230769230769232,0,6,0,1,0,0.0,0.6666666666666666,0,-0.6900000000000001,0,0.025569098,3
GEORGE HEWETT,12411,CA,ME,4,9,5,9,18,0,2,0,4,0,1,5,3,2,1,0,11,9,0,0,1,0,0,85,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,10,18,0.21176470588235294,0,44,3,0,0,0.45454545454545453,1.3333333333333333,0,-2.3000000000000003,0,0.050996833,3
ELIJAH HOLLANDS,13016,CA,ME,4,10,3,15,25,2,0,0,0,1,3,2,3,0,1,0,9,15,0,0,1,0,1,67,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,25,0.373134328358209,4,0,3,0,3,0.2222222222222222,0.0,3,-0.0,1,0.11529504,3
OLIVER HOLLANDS,13029,CA,ME,4,16,9,7,23,0,0,0,2,4,2,0,2,0,0,0,5,15,1,0,1,1,1,92,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,23,0.25,0,10,0,0,2,0.0,1.0,1,-0.0,4,0.045248162,3
BRODIE KEMP,12937,CA,ME,4,5,3,2,7,0,0,0,2,0,1,0,3,0,1,0,2,5,0,1,5,0,0,89,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,1,7,0.07865168539325842,0,4,3,0,0,0.0,0.6666666666666666,0,-0.23,0,0.022726217,3
MITCH MCGOVERN,12404,CA,ME,4,7,2,6,13,3,2,0,2,0,2,0,2,2,0,0,9,4,0,1,2,0,0,73,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,13,0.1780821917808219,0,18,0,0,0,0.0,1.0,3,-0.0,0,0.043110937,3
HARRY MCKAY,12566,CA,ME,4,12,9,4,16,1,1,0,3,0,3,0,5,1,2,0,10,7,3,4,0,0,0,97,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,10,16,0.16494845360824742,0,30,10,12,0,0.0,0.6,1,-2.3000000000000003,0,0.18545492,3
HUDSON OKEEFFE,13233,CA,ME,4,1,1,2,3,0,0,4,0,0,1,1,2,0,1,0,2,2,0,0,0,0,0,44,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,3,0.06818181818181818,0,0,2,0,0,0.5,0.0,0,-0.0,0,0.022217207,3
MARC PITTONET,12417,CA,ME,4,4,2,4,8,0,0,19,0,2,3,0,4,0,2,0,5,3,1,0,2,0,1,70,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,8,0.11428571428571428,0,0,8,0,3,0.0,0.0,1,-0.0,4,0.02285373,3
JAGGA SMITH,13274,CA,ME,4,13,4,12,25,1,0,0,1,2,4,3,3,0,0,0,8,17,0,1,0,0,2,75,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,25,0.3333333333333333,3,8,0,0,8,0.375,0.3333333333333333,3,-0.0,0,0.20540051,3
SAM WALSH,12684,CA,ME,4,13,2,18,31,0,2,0,6,2,3,3,4,1,1,0,9,23,0,1,1,0,0,77,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,6,31,0.4025974025974026,0,54,4,0,0,0.3333333333333333,1.5,0,-1.3800000000000001,2,0.55247045,3
JACOB WEITERING,12402,CA,ME,4,11,6,6,17,0,0,0,1,2,0,0,0,1,0,0,8,9,1,0,4,0,0,93,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,1,17,0.1827956989247312,0,8,0,0,0,0.0,1.0,0,-0.23,8,0.039448336,3
ZAC WILLIAMS,12175,CA,ME,4,11,1,8,19,0,0,0,2,3,4,4,3,1,0,0,7,8,0,0,0,1,0,56,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,19,0.3392857142857143,0,14,0,0,0,0.5714285714285714,0.6666666666666666,0,-0.0,0,0.0516574,3
LEWIS YOUNG,12559,CA,ME,4,11,6,5,16,0,0,3,0,6,0,1,4,0,1,0,6,9,1,0,5,0,0,96,2026,16866,HA,Sunday,CARLTON,MELBOURNE,M.C.G.,11,11,77,15,10,100,2026-03-29,CA,ME,-0.23,0,16,0.16666666666666666,0,0,4,0,0,0.16666666666666666,0.0,0,-0.0,30,0.03827446,3
OSCAR ALLEN,12655,BL,CW,5,8,5,1,9,3,1,2,1,1,2,1,1,2,1,0,5,4,2,3,1,0,1,75,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,9,0.12,3,5,1,6,2,0.2,1.0,4,0.0,1,0.10195894,4
LEVI ASHCROFT,13197,BL,CW,5,15,7,10,25,0,1,0,1,1,2,0,3,0,0,0,5,20,0,0,1,0,0,77,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,25,0.3246753246753247,0,5,0,0,0,0.0,0.3333333333333333,0,0.0,1,0.32215542,4
WILL ASHCROFT,13040,BL,CW,5,26,6,10,36,1,0,0,1,1,4,6,3,1,0,0,15,21,0,0,2,0,0,87,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,11,36,0.41379310344827586,6,15,0,0,0,0.4,0.3333333333333333,1,4.991596638655462,2,0.9535901,4
ZAC BAILEY,12610,BL,CW,5,17,7,8,25,2,2,0,3,0,7,4,3,1,1,0,6,17,0,1,1,0,3,87,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,6,25,0.28735632183908044,8,18,3,0,21,0.6666666666666666,1.0,5,2.722689075630252,0,0.9211352,4
JARROD BERRY,12519,BL,CW,5,13,6,7,20,0,0,0,3,3,1,3,2,1,0,0,8,13,0,0,2,0,0,79,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,20,0.25316455696202533,0,24,0,0,0,0.375,1.5,0,0.0,6,0.10107208,4
CHARLIE CAMERON,12277,BL,CW,5,9,3,2,11,0,0,0,1,1,1,2,1,1,0,0,5,6,0,0,1,0,2,72,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,11,0.1527777777777778,0,5,0,0,2,0.4,1.0,2,0.0,1,0.03521846,4
KEIDEAN COLEMAN,12838,BL,CW,5,17,10,5,22,0,0,0,5,3,4,0,1,1,1,0,5,14,0,0,0,0,0,83,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,22,0.26506024096385544,0,25,1,0,0,0.0,5.0,0,0.0,0,0.25172895,4
SAM DRAPER,12810,BL,CW,5,13,6,5,18,0,0,12,0,1,4,5,8,2,4,0,12,4,3,1,3,0,0,67,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,18,0.26865671641791045,0,0,32,3,0,0.4166666666666667,0.0,0,0.0,3,0.18035941,4
JOSH DUNKLEY,12408,BL,CW,5,8,5,15,23,0,0,0,3,0,3,2,3,1,1,0,6,14,0,0,2,0,0,78,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,7,23,0.2948717948717949,0,18,3,0,0,0.3333333333333333,1.0,0,3.176470588235294,0,0.17368443,4
JASPA FLETCHER,13072,BL,CW,5,18,10,9,27,0,0,0,0,4,2,0,3,1,2,0,7,20,0,0,2,2,1,85,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,2,27,0.3176470588235294,0,0,6,0,2,0.0,0.0,1,0.907563025210084,8,0.49569964,4
DARCY FORT,12724,BL,CW,5,5,2,8,13,0,0,9,1,1,2,4,1,1,1,0,7,5,0,0,0,0,0,54,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,13,0.24074074074074073,0,7,1,0,0,0.5714285714285714,1.0,0,0.0,0,0.039386157,4
TY GALLOP,13235,BL,CW,5,9,8,0,9,0,0,0,0,2,0,0,2,0,1,0,2,8,1,0,6,0,0,87,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,9,0.10344827586206896,0,0,2,0,0,0.0,0.0,0,0.0,12,0.043953665,4
DARRAGH JOYCE,12654,BL,CW,5,9,7,1,10,0,0,0,0,4,0,0,0,0,0,0,0,10,0,0,3,0,0,85,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,10,0.11764705882352941,0,0,0,0,0,0.0,0.0,0,0.0,12,0.032983918,4
RYAN LESTER,11894,BL,CW,5,15,9,4,19,0,0,0,1,4,4,0,3,0,1,0,5,10,1,0,4,0,0,90,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,19,0.2111111111111111,0,5,3,0,0,0.0,0.3333333333333333,0,0.0,16,0.10825209,4
KAI LOHMANN,12968,BL,CW,5,8,2,5,13,4,1,0,3,0,2,2,5,4,2,0,6,7,1,1,0,0,0,75,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,13,0.17333333333333334,8,18,10,1,0,0.3333333333333333,0.6,4,0.0,0,0.61956614,4
LINCOLN MCCARTHY,12090,BL,CW,5,9,6,1,10,2,0,0,0,0,3,1,1,0,0,0,4,7,1,2,0,0,1,72,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,10,0.1388888888888889,2,0,0,2,3,0.25,0.0,3,0.0,0,0.039473496,4
LOGAN MORRIS,13137,BL,CW,5,11,9,9,20,3,3,0,1,0,2,1,3,0,0,0,7,12,1,6,0,0,2,79,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,3,20,0.25316455696202533,3,7,0,6,4,0.14285714285714285,0.3333333333333333,5,1.361344537815126,0,0.81255955,4
LACHIE NEALE,12055,BL,CW,5,16,8,13,29,0,1,0,5,1,6,6,4,0,0,0,8,21,0,1,2,0,2,88,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,16,29,0.32954545454545453,0,40,0,0,12,0.75,1.25,2,7.260504201680672,2,0.8791453,4
CAM RAYNER,12592,BL,CW,5,9,6,8,17,0,2,0,2,1,5,2,2,0,1,0,7,11,2,2,1,0,1,76,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,6,17,0.2236842105263158,0,14,2,4,5,0.2857142857142857,1.0,1,2.722689075630252,1,0.08268663,4
BRUCE REVILLE,13138,BL,CW,5,13,8,2,15,1,1,0,1,1,4,0,2,0,0,0,3,12,1,1,1,0,0,69,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,15,0.21739130434782608,0,3,0,1,0,0.0,0.5,1,0.0,1,0.057867546,4
JAMES TUNSTILL,13005,BL,CW,5,4,4,1,5,0,2,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,0,66,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,0,5,0.07575757575757576,0,0,0,2,0,0.0,0.0,0,0.0,0,0.024908038,4
DARCY WILMOT,13026,BL,CW,5,16,7,5,21,0,0,0,0,4,1,1,2,1,1,0,5,12,0,0,3,0,0,87,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,3,21,0.2413793103448276,0,0,2,0,0,0.2,0.0,0,1.361344537815126,12,0.17644937,4
DAYNE ZORKO,12076,BL,CW,5,23,9,5,28,1,0,0,1,2,5,2,1,0,0,0,2,25,0,0,1,0,0,83,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,0.453781512605042,14,28,0.3373493975903614,2,2,0,0,0,1.0,1.0,1,6.352941176470588,2,0.7971774,4
