player,player_id,team,opponent,round,kicks,marks,handballs,disp,goals,behinds,hit_outs,tackles,rebounds,inside_50,clearances,clangers,frees_for,frees_against,brownlow,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assists,pct_time_played,year,game_id,game_type,day,home_team,away_team,venue,home_goals,home_behinds,home_total,away_goals,away_behinds,away_total,date,home_team_code,away_team_code,margin,past_votes,disposals,disposals_per_time,goals_x_clearances,contested_possessions_x_tackles,clangers_x_frees_against,marks_inside_50_x_contested_marks,goal_assists_x_inside_50,clearance_efficiency,tackles_clangers_ratio,score_involvement,margin_x_past_votes,rebounds_x_one_percenters,vote_probability,adjusted_round
JYE CALDWELL,12755,ES,BL,19,4,3,9,13,0,0,0,8,1,0,3,2,2,2,0,8,6,0,0,1,0,0,74,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,2,13,0.17567567567567569,0,64,4,0,0,0.375,4.0,0,-1.2080536912751678,1,0.026677147,18
ANGUS CLARKE,13229,ES,BL,19,5,4,5,10,0,0,0,2,1,1,0,0,0,0,0,1,8,0,0,1,0,0,74,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,10,0.13513513513513514,0,2,0,0,0,0.0,2.0,0,-0.0,1,0.022254003,18
ARCHER DAY-WICKS,13223,ES,BL,19,2,1,6,8,0,1,0,1,0,1,0,2,0,0,0,2,6,0,1,3,0,0,71,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,8,0.11267605633802817,0,2,0,0,0,0.0,0.5,0,-0.0,0,0.022254003,18
SAM DURHAM,12925,ES,BL,19,15,4,7,22,1,0,0,1,1,7,5,6,2,2,0,9,14,1,1,2,0,0,81,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,4,22,0.2716049382716049,5,9,12,1,0,0.5555555555555556,0.16666666666666666,1,-2.4161073825503356,2,0.06546887,18
XAVIER DUURSMA,12696,ES,BL,19,6,2,9,15,0,0,0,1,2,0,1,5,1,2,0,4,12,0,0,2,1,0,79,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,15,0.189873417721519,0,4,10,0,0,0.25,0.2,0,-0.0,4,0.022665005,18
JACOB FARROW,13299,ES,BL,19,5,2,7,12,0,0,0,4,2,0,0,2,1,0,0,4,7,0,0,1,0,0,72,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,12,0.16666666666666666,0,16,0,0,0,0.0,2.0,0,-0.0,2,0.022427747,18
HARRY JONES,12853,ES,BL,19,9,4,1,10,0,0,0,4,7,0,0,6,2,3,0,4,5,1,0,2,0,0,84,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,10,0.11904761904761904,0,16,18,0,0,0.0,0.6666666666666666,0,-0.0,14,0.02528747,18
ISAAC KAKO,13177,ES,BL,19,6,2,5,11,1,0,0,2,0,1,1,2,1,1,0,4,7,0,1,0,0,0,74,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,11,0.14864864864864866,1,8,2,0,0,0.25,1.0,1,-0.0,0,0.022254003,18
MAX KONDOGIANNIS,13282,ES,BL,19,6,2,3,9,0,1,0,4,2,1,1,1,1,0,0,2,7,0,1,2,0,0,62,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,9,0.14516129032258066,0,8,0,0,0,0.5,4.0,0,-0.0,4,0.022254003,18
ANDREW MCGRATH,12491,ES,BL,19,8,3,7,15,1,0,0,2,5,1,1,2,0,0,0,6,9,0,1,0,0,0,81,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,6,15,0.18518518518518517,1,12,0,0,0,0.16666666666666666,1.0,1,-3.6241610738255035,0,0.02566654,18
ZACH MERRETT,12241,ES,BL,19,4,1,7,11,0,0,0,2,0,0,3,2,1,1,0,6,5,0,0,0,0,1,78,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,14,11,0.14102564102564102,0,12,2,0,0,0.5,1.0,1,-8.456375838926174,0,0.024357723,18
DARCY PARISH,12406,ES,BL,19,10,4,7,17,0,0,0,0,1,3,3,6,2,1,0,6,11,0,0,0,0,0,73,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,17,0.2328767123287671,0,0,6,0,0,0.5,0.0,0,-0.0,0,0.026192805,18
ARCHIE PERKINS,12879,ES,BL,19,8,7,5,13,0,1,0,1,0,3,0,0,0,0,0,1,12,0,1,1,0,1,79,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,13,0.16455696202531644,0,1,0,0,3,0.0,1.0,1,-0.0,0,0.024805991,18
JAXON PRIOR,12874,ES,BL,19,10,2,6,16,0,0,0,2,7,1,0,2,0,0,0,1,10,0,0,1,3,0,87,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,16,0.1839080459770115,0,2,0,0,0,0.0,1.0,0,-0.0,7,0.026924571,18
MASON REDMAN,12437,ES,BL,19,11,3,4,15,0,0,0,2,3,4,1,3,0,0,0,5,9,1,0,0,0,2,81,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,2,15,0.18518518518518517,0,10,0,0,8,0.2,0.6666666666666666,2,-1.2080536912751678,0,0.027179366,18
ZACH REID,12889,ES,BL,19,3,1,5,8,0,0,0,2,3,0,0,1,0,1,0,5,1,0,0,9,0,0,86,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,8,0.09302325581395349,0,10,1,0,0,0.0,2.0,0,-0.0,27,0.022540718,18
ARCHIE ROBERTS,13168,ES,BL,19,18,1,5,23,0,0,0,1,11,0,0,2,1,1,0,4,12,0,0,1,1,0,87,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,23,0.26436781609195403,0,4,2,0,0,0.0,0.5,0,-0.0,11,0.03905586,18
SULLIVAN ROBEY,13307,ES,BL,19,7,2,13,20,0,0,0,5,0,4,5,2,2,2,0,11,9,0,0,2,3,0,80,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,20,0.25,0,55,4,0,0,0.45454545454545453,2.5,0,-0.0,0,0.0472942,18
DYSON SHARP,13283,ES,BL,19,12,5,4,16,0,0,0,3,0,5,4,4,0,1,0,7,9,0,0,1,0,1,79,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,0,16,0.20253164556962025,0,21,4,0,5,0.5714285714285714,0.75,1,-0.0,0,0.028205011,18
PETER WRIGHT,12366,ES,BL,19,8,5,2,10,3,4,0,1,0,1,0,0,3,0,0,8,4,1,4,3,0,0,88,2026,16991,HA,Sunday,BRISBANE LIONS,ESSENDON,Gabba,22,17,149,8,11,59,2026-07-12,BL,ES,-0.6040268456375839,3,10,0.11363636363636363,0,8,0,4,0,0.0,1.0,3,-1.8120805369127517,0,0.03511732,18
RYAN BYRNES,12802,SK,GE,20,8,4,8,16,0,0,0,3,2,0,0,5,0,1,0,3,14,0,0,0,0,0,75,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,16,0.21333333333333335,0,9,5,0,0,0.0,0.6,0,-0.0,0,0.024893576,19
ANTHONY CAMINITI,13035,SK,GE,20,1,1,1,2,0,0,0,1,0,0,0,3,1,2,0,1,1,0,0,6,0,0,77,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,2,0.025974025974025976,0,1,6,0,0,0.0,0.3333333333333333,0,-0.0,0,0.022511916,19
HUNTER CLARK,12591,SK,GE,20,8,1,7,15,0,0,0,4,3,2,1,2,0,0,0,7,6,0,0,0,0,0,59,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,15,0.2542372881355932,0,28,0,0,0,0.14285714285714285,2.0,0,-0.0,0,0.028440103,19
HUGO GARCIA,13125,SK,GE,20,13,3,18,31,1,0,0,4,1,7,7,6,1,1,0,9,22,0,0,0,1,0,82,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,1,31,0.3780487804878049,7,36,6,0,0,0.7777777777777778,0.6666666666666666,1,-0.2647058823529412,0,0.64320886,19
MAX HALL,13193,SK,GE,20,10,2,11,21,2,1,0,7,0,2,3,3,2,0,0,7,12,0,0,0,0,1,74,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,1,21,0.28378378378378377,6,49,0,0,2,0.42857142857142855,2.3333333333333335,3,-0.2647058823529412,0,0.09418872,19
LIAM HENRY,12831,SK,GE,20,2,2,4,6,0,1,0,3,0,0,0,0,0,0,0,2,4,0,1,0,0,0,54,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,6,0.1111111111111111,0,6,0,0,0,0.0,3.0,0,-0.0,0,0.022254003,19
JACK HIGGINS,12609,SK,GE,20,7,1,6,13,1,1,0,4,0,0,0,1,0,1,0,5,8,1,0,2,0,0,69,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,1,13,0.18840579710144928,0,20,1,0,0,0.0,4.0,1,-0.2647058823529412,0,0.02421321,19
BRADLEY HILL,12060,SK,GE,20,14,3,10,24,0,0,0,5,8,3,0,5,0,1,0,2,16,0,0,0,0,0,89,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,24,0.2696629213483146,0,10,5,0,0,0.0,1.0,0,-0.0,0,0.04849026,19
CAMPBELL LAKE,13331,SK,GE,20,5,3,12,17,1,0,0,8,0,3,2,1,0,0,0,10,9,0,1,2,0,2,64,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,17,0.265625,2,80,0,0,6,0.2,8.0,3,-0.0,0,0.038402013,19
ROWAN MARSHALL,12564,SK,GE,20,14,4,19,33,2,1,30,2,0,6,12,4,2,2,0,26,7,2,2,1,0,1,82,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,2,33,0.4024390243902439,24,52,8,4,6,0.46153846153846156,0.5,3,-0.5294117647058824,0,0.91179717,19
LIAM OCONNELL,13194,SK,GE,20,5,3,9,14,0,0,0,2,3,0,0,1,0,0,0,5,9,0,0,0,0,0,72,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,14,0.19444444444444445,0,10,0,0,0,0.0,2.0,0,-0.0,0,0.022354705,19
MITCH OWENS,12948,SK,GE,20,4,2,4,8,0,0,3,4,0,0,0,2,0,0,0,2,7,0,1,1,0,1,77,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,8,0.1038961038961039,0,8,0,0,0,0.0,2.0,1,-0.0,0,0.022217207,19
MATTAES PHILLIPOU,13036,SK,GE,20,9,4,19,28,0,1,0,5,2,2,4,6,1,0,0,9,19,0,1,0,2,0,72,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,28,0.3888888888888889,0,45,0,0,0,0.4444444444444444,0.8333333333333334,0,-0.0,0,0.16450506,19
LIAM RYAN,12600,SK,GE,20,7,5,1,8,2,1,0,2,0,4,1,0,1,0,0,2,6,0,2,0,0,2,84,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,3,8,0.09523809523809523,2,4,0,0,8,0.5,2.0,4,-0.7941176470588236,0,0.029171303,19
COOPER SHARMAN,12929,SK,GE,20,5,4,7,12,0,1,0,2,0,3,0,2,0,0,0,3,8,0,1,0,0,1,92,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,2,12,0.13043478260869565,0,6,0,0,3,0.0,1.0,1,-0.5294117647058824,0,0.024071604,19
JACK SILVAGNI,12458,SK,GE,20,10,3,7,17,1,0,0,1,1,1,0,4,1,0,0,5,9,0,1,6,0,0,94,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,17,0.18085106382978725,0,5,0,0,0,0.0,0.25,1,-0.0,6,0.03010672,19
LIAM STOCKER,12721,SK,GE,20,15,7,7,22,0,0,0,2,5,1,1,3,0,1,0,4,15,1,0,3,0,0,78,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,22,0.28205128205128205,0,8,3,0,0,0.25,0.6666666666666666,0,-0.0,15,0.03410118,19
TOBIE TRAVAGLIA,13206,SK,GE,20,5,1,8,13,0,0,0,2,3,0,2,2,0,1,0,2,10,0,0,2,0,0,63,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,13,0.20634920634920634,0,4,2,0,0,1.0,1.0,0,-0.0,6,0.02440635,19
NASIAH WANGANEEN-MILERA,12950,SK,GE,20,13,2,8,21,1,1,0,4,3,4,2,7,1,3,0,8,9,0,1,0,1,0,82,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,23,21,0.25609756097560976,2,32,21,0,0,0.25,0.5714285714285714,1,-6.088235294117647,0,0.084045954,19
CALLUM WILKIE,12703,SK,GE,20,7,3,8,15,0,0,0,3,3,0,1,2,1,1,0,7,8,0,0,6,0,0,97,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,3,15,0.15463917525773196,0,21,2,0,0,0.14285714285714285,1.5,0,-0.7941176470588236,18,0.028519245,19
DARCY WILSON,13110,SK,GE,20,13,3,16,29,0,0,0,8,3,4,1,4,0,0,0,3,24,0,0,1,2,0,88,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,29,0.32954545454545453,0,24,0,0,0,0.3333333333333333,2.0,0,-0.0,3,0.25717434,19
MARCUS WINDHAGER,12967,SK,GE,20,11,4,12,23,0,0,0,4,4,2,1,2,0,0,0,6,16,0,0,1,0,0,87,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,5,23,0.26436781609195403,0,24,0,0,0,0.16666666666666666,2.0,0,-1.3235294117647058,4,0.049478322,19
MASON WOOD,12312,SK,GE,20,13,7,9,22,0,0,0,1,5,4,3,0,0,0,0,8,14,2,0,3,0,1,90,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,-0.2647058823529412,0,22,0.24444444444444444,0,8,0,0,4,0.375,1.0,1,-0.0,15,0.06961507,19
TOM ATKINS,12690,GE,SK,20,8,2,13,21,1,1,0,8,0,0,6,2,1,1,0,11,10,0,0,4,0,0,76,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,3,21,0.27631578947368424,6,88,2,0,0,0.5454545454545454,4.0,1,0.7941176470588236,0,0.24111548,19
JHYE CLARK,13062,GE,SK,20,14,9,11,25,0,0,0,2,3,3,2,5,2,1,0,11,14,2,0,0,0,1,83,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,25,0.30120481927710846,0,22,5,0,3,0.18181818181818182,0.4,1,0.0,0,0.48061004,19
BRAD CLOSE,12806,GE,SK,20,7,3,10,17,0,0,0,3,2,3,1,3,3,0,0,4,12,0,0,0,0,1,84,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,17,0.20238095238095238,0,12,0,0,3,0.25,1.0,1,0.0,0,0.033692498,19
PATRICK DANGERFIELD,11700,GE,SK,20,6,2,2,8,1,0,0,1,0,4,1,2,1,1,0,5,7,0,1,4,0,2,73,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,8,8,0.1095890410958904,1,5,2,0,8,0.2,0.5,3,2.1176470588235294,0,0.028589295,19
SAM DE KONING,12891,GE,SK,20,4,3,15,19,0,0,18,2,0,4,3,4,0,1,0,11,8,3,0,6,0,0,61,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,2,19,0.3114754098360656,0,22,4,0,0,0.2727272727272727,0.5,0,0.5294117647058824,0,0.07029322,19
OLIVER DEMPSEY,12974,GE,SK,20,14,4,8,22,2,1,0,2,3,4,3,3,0,0,0,9,13,1,3,2,1,0,90,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,22,0.24444444444444444,6,18,0,3,0,0.3333333333333333,0.6666666666666666,2,0.0,6,0.71391124,19
MITCHELL EDWARDS,13285,GE,SK,20,2,2,10,12,0,0,25,1,0,1,4,2,2,0,0,4,6,0,0,0,0,0,60,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,12,0.2,0,4,0,0,0,1.0,0.5,0,0.0,0,0.03845734,19
ZACH GUTHRIE,12551,GE,SK,20,9,7,5,14,0,0,0,2,2,0,0,1,0,0,0,1,11,0,0,2,0,0,80,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,1,14,0.175,0,2,0,0,0,0.0,2.0,0,0.2647058823529412,4,0.033729956,19
JACK HENRY,12607,GE,SK,20,12,10,7,19,0,0,0,0,2,1,0,2,0,2,0,6,13,2,0,9,0,0,82,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,19,0.23170731707317074,0,0,4,0,0,0.0,0.0,0,0.0,18,0.1684454,19
OLIVER HENRY,12851,GE,SK,20,3,2,6,9,2,0,0,1,0,1,1,1,1,0,0,6,3,0,1,2,0,0,84,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,9,0.10714285714285714,2,6,0,0,0,0.16666666666666666,1.0,2,0.0,0,0.032476455,19
MAX HOLMES,12881,GE,SK,20,11,1,12,23,0,1,0,2,3,4,6,1,0,0,0,9,13,0,0,1,1,0,68,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,18,23,0.3382352941176471,0,18,0,0,0,0.6666666666666666,2.0,0,4.764705882352941,3,0.40798634,19
LAWSON HUMPHRIES,13160,GE,SK,20,20,10,6,26,0,1,0,0,5,2,0,4,0,1,0,3,21,0,0,2,0,0,86,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,26,0.3023255813953488,0,0,4,0,0,0.0,0.0,0,0.0,10,0.290353,19
SHAUN MANNAGH,13104,GE,SK,20,7,1,2,9,1,2,0,2,0,0,2,2,0,0,0,4,3,0,1,0,0,0,45,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,2,9,0.2,2,8,0,0,0,0.5,1.0,1,0.5294117647058824,0,0.031360753,19
GRYAN MIERS,12689,GE,SK,20,12,7,10,22,3,0,0,2,1,4,0,1,0,0,0,7,15,0,2,1,0,4,81,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,8,22,0.2716049382716049,0,14,0,0,16,0.0,2.0,7,2.1176470588235294,1,0.8961782,19
OISIN MULLIN,13066,GE,SK,20,6,4,6,12,0,0,0,5,1,2,3,3,1,0,0,6,7,0,0,0,0,0,83,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,12,0.14457831325301204,0,30,0,0,0,0.5,1.6666666666666667,0,0.0,0,0.027819935,19
SHANNON NEALE,12992,GE,SK,20,5,3,4,9,1,0,0,2,0,2,0,3,1,1,0,5,4,0,1,1,0,0,90,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,2,9,0.1,0,10,3,0,0,0.0,0.6666666666666666,1,0.5294117647058824,0,0.0328318,19
MARK OCONNOR,12531,GE,SK,20,10,9,13,23,0,0,0,3,1,1,2,2,0,1,0,7,15,0,0,1,0,1,72,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,23,0.3194444444444444,0,21,2,0,1,0.2857142857142857,1.5,1,0.0,1,0.11396396,19
CONNOR OSULLIVAN,13122,GE,SK,20,8,7,7,15,0,0,0,1,2,1,0,0,1,0,0,4,10,1,0,5,0,0,93,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,15,0.16129032258064516,0,4,0,0,0,0.0,1.0,0,0.0,10,0.051012278,19
JAY POLKINGHORNE,13353,GE,SK,20,9,8,2,11,2,3,0,0,0,3,0,2,0,0,0,1,10,1,6,2,0,0,81,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,11,0.13580246913580246,0,0,0,6,0,0.0,0.0,2,0.0,0,0.05522422,19
BAILEY SMITH,12692,GE,SK,20,23,6,12,35,1,0,0,1,7,9,2,3,0,1,0,5,29,1,0,0,3,0,90,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,29,35,0.3888888888888889,2,5,3,0,0,0.4,0.3333333333333333,1,7.676470588235294,0,0.9138363,19
TOM STEWART,12505,GE,SK,20,13,7,9,22,0,0,0,2,3,1,0,1,0,1,0,6,15,1,0,0,0,0,84,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,22,0.2619047619047619,0,12,1,0,0,0.0,2.0,0,0.0,0,0.14546192,19
OLIVER WILTSHIRE,13217,GE,SK,20,3,1,8,11,0,0,0,4,0,3,0,1,1,0,0,3,9,0,0,0,1,0,80,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,0,11,0.1375,0,12,0,0,0,0.0,4.0,0,0.0,0,0.02419182,19
JAMES WORPEL,12619,GE,SK,20,18,2,6,24,1,0,0,6,0,8,7,3,0,0,0,8,12,0,0,1,0,1,74,2026,16992,HA,Thursday,GEELONG,ST KILDA,Kardinia Park,15,12,102,11,9,75,2026-07-16,GE,SK,0.2647058823529412,3,24,0.32432432432432434,7,48,0,0,8,0.875,2.0,2,0.7941176470588236,0,0.4205369,19
RILEY BICE,13195,SY,AD,20,8,5,6,14,0,0,0,4,1,1,1,2,0,0,0,6,8,0,0,3,1,0,74,2026,16993,HA,Friday,SYDNEY,ADELAIDE,S.C.G.,10,11,71,13,9,87,2026-07-17,SY,AD,-0.1839080459770115,0,14,0.1891891891891892,0,24,0,0,0,0.16666666666666666,2.0,0,-0.0,3,0.029903881,19
NICK BLAKEY,12699,SY,AD,20,16,3,5,21,0,0,0,2,5,3,0,1,0,0,0,2,13,1,0,9,5,0,80,2026,16993,HA,Friday,SYDNEY,ADELAIDE,S.C.G.,10,11,71,13,9,87,2026-07-17,SY,AD,-0.1839080459770115,7,21,0.2625,0,4,0,0,0,0.0,2.0,0,-1.2873563218390804,45,0.052716676,19
BRAEDEN CAMPBELL,12863,SY,AD,20,9,4,11,20,1,1,0,1,2,2,0,5,1,2,0,10,9,1,1,0,0,0,76,2026,16993,HA,Friday,SYDNEY,ADELAIDE,S.C.G.,10,11,71,13,9,87,2026-07-17,SY,AD,-0.1839080459770115,0,20,0.2631578947368421,0,10,10,1,0,0.0,0.2,1,-0.0,0,0.041900974,19
HARRY CUNNINGHAM,12015,SY,AD,20,1,1,1,2,0,0,0,2,0,0,0,1,2,0,0,2,2,0,0,1,0,0,38,2026,16993,HA,Friday,SYDNEY,ADELAIDE,S.C.G.,10,11,71,13,9,87,2026-07-17,SY,AD,-0.1839080459770115,0,2,0.05263157894736842,0,4,0,0,0,0.0,2.0,0,-0.0,0,0.022437915,19
CHARLIE CURNOW,12421,SY,AD,20,5,2,2,7,0,2,0,1,0,0,0,0,1,0,0,3,3,1,1,2,0,0,78,2026,16993,HA,Friday,SYDNEY,ADELAIDE,S.C.G.,10,11,71,13,9,87,2026-07-17,SY,AD,-0.1839080459770115,1,7,0.08974358974358974,0,3,0,1,0,0.0,1.0,0,-0.1839080459770115,0,0.02222235,19
WILL EDWARDS,13318,SY,AD,20,1,1,7,8,0,0,0,2,2,0,0,4,0,2,0,3,4,0,0,11,0,0,95,2026,16993,HA,Friday,SYDNEY,ADELAIDE,S.C.G.,10,11,71,13,9,87,2026-07-17,SY,AD,-0.1839080459770115,0,8,0.08421052631578947,0,6,8,0,0,0.0,0.5,0,-0.0,22,0.025369002,19
